Date,Feature
"2015-12-25 22:45:00",Ext_Vvi
"2015-12-28 09:15:00",Ext_Vvi
"2015-12-28 19:15:00",Ext_Tem
"2015-12-28 19:30:00",Ext_Tem
"2015-12-28 20:15:00",Ext_Tem
"2015-12-28 21:15:00",Ext_Tem
"2015-12-28 21:30:00",Ext_Tem
"2015-12-28 22:00:00",Ext_Tem
"2015-12-28 22:15:00",Ext_Tem
"2015-12-28 22:30:00",Ext_Tem
"2015-12-28 22:45:00",Ext_Tem
"2015-12-29 03:00:00",Ext_Vvi
